Student ID,Student Name,Job ID #1,Job ID #2,Job ID #3,Job ID #4,Job ID #5
296,Dana Dell,444,275,191,173,399
297,Hugh Chase,456,496,86,54,
298,Maria Stewart,425,100,206,,
299,Jordan Hernandez,141,475,302,351,347
300,Daniel Bravo,147,401,459,348,122
301,Daniel Matheson,127,181,290,,
302,Hugh Richison,264,158,35,,
303,George Johnson,398,252,,,
304,Maria Richison,46,439,51,30,
305,Bob Michaels,466,121,194,,
306,Doug Dean,161,394,89,,
307,Michael Jefferson,342,133,,,
308,Isaak Stewart,411,68,348,395,261
309,Lucas Sinatra,74,290,,,
310,Jakob Padilla,178,181,387,,
311,Jakob Ybarra,321,89,356,15,382
312,Richard Lopez,169,142,229,354,
313,Jordan Richison,347,284,269,499,395
314,Jefferson Bravo,212,218,,,
315,Illiana Quintero,377,453,451,475,
316,Paul Michaels,148,11,458,196,
317,Lucas Stewart,14,106,,,
318,Jessica Morgan,148,265,235,,
319,Morgan Evans,198,367,378,133,166
320,Mikey Padilla,126,43,323,,
321,Jack Dean,182,481,52,192,398
322,Isaak Lopez,134,153,348,62,
323,Nick Michaels,279,142,23,141,
324,Eddie Evans,499,299,303,476,
325,Poju Jefferson,63,299,25,,
326,Paul Bravo,196,418,228,415,
327,Jack Stevenson,63,332,281,202,
328,Mark Gonzalez,60,412,287,,
329,Paul Westlund,317,370,,,
330,Jillian Dell,101,445,303,241,455
331,Bob Ybarra,90,120,390,,
332,Nick Jackson,13,309,,,
333,Johnny Douglass,384,358,129,,
334,Jeff Gomez,480,384,354,,
335,Richard Stewart,387,202,321,165,174
336,Richard Jobs,49,446,444,26,
337,Dana Morgan,335,472,402,176,
338,Jack Smith,254,433,65,312,179
339,Alexa Sobrino,294,30,435,,
340,Mikey Wayne,63,493,,,
341,Michael Johnson,385,402,306,144,
342,Doug Young,411,319,,,
343,Daniel Sinatra,65,155,299,194,470
344,Dana Jobs,215,271,125,254,
345,Chad Stevenson,392,388,357,189,478
346,Brad Douglass,271,3,272,183,237
347,Richard Richison,64,251,157,,
348,Doug Bravo,246,357,409,229,274
349,Bruce Chase,415,38,120,,
350,Mikey Gonzalez,289,220,,,
351,Peter Stewart,256,182,331,,
352,Eddie Rudd,256,172,163,126,100
353,Jefferson Mungus,321,333,145,160,104
354,Jack Ybarra,198,96,46,196,
355,Michael Mungus,266,183,274,302,380
356,Morgan Smith,488,151,54,10,77
357,George Smith,352,295,,,
358,Chad Parker,255,316,,,
359,Bob Rudd,170,257,,,
360,Nick Johnson,404,251,,,
361,Paul Matheson,463,81,66,219,386
362,Destiny Jobs,1,363,219,137,125
363,Isaak Thomas,38,293,187,152,218
364,Andrew Thomas,374,327,213,293,298
365,Poju Sinatra,316,33,435,203,
366,Nick Dean,37,181,185,252,80
367,Nick Gomez,137,118,165,,
368,Jessica Mungus,397,466,,,
369,Dana Smith,217,377,168,,
370,Eddie Martinez,271,186,451,207,
371,Jordan Jefferson,428,93,494,,
372,Jakob Jefferson,196,55,187,,
373,Jack Evans,181,319,253,184,
374,Jessica Gonzalez,80,392,51,362,291
375,Ivan Stevenson,411,81,404,,
376,Mikey Morgan,67,129,,,
377,Poju Stevenson,447,261,,,
378,Ivan Chase,115,32,270,,
379,George Bravo,148,114,179,487,51
380,Lucas Sanchez,61,92,55,,
381,Paul Thomas,468,193,486,260,339
382,Isaak Morgan,73,256,,,
383,Jordan Hernandez,436,350,179,427,
384,Chad Dean,204,151,401,413,
385,Jordan Ybarra,325,115,349,87,129
386,Nick Dell,111,14,57,87,277
387,Nick Matheson,318,494,263,,
388,Mark Sanchez,362,473,193,337,228
389,Isaak Richison,265,67,256,48,308
390,Bob Dell,290,205,,,
391,Alexa Douglass,223,149,106,26,453
392,Jefferson Mack,308,392,496,,
393,John Wayne,81,381,244,,
394,Jakob Sanchez,430,159,337,385,219
395,Daniel Chase,336,401,442,,
396,Daniel Young,417,330,494,116,331
397,Mark Bravo,392,46,212,428,
398,Jakob Bobson,45,22,225,440,
399,Nick Martinez,4,464,404,101,396
400,Brad Padilla,420,211,127,186,46
401,John Chase,365,371,325,240,
402,Paul Jefferson,262,68,,,
403,Eddie Mungus,48,121,206,,
404,Bob Sinatra,29,3,388,,
405,Morgan Dell,490,49,238,80,472
406,Bob Gonzalez,356,329,,,
407,Michael Young,363,275,436,490,
408,Alexa Westlund,344,156,168,384,
409,Isaak Rudd,295,350,449,206,358
410,Alexa Stewart,195,95,404,206,49
411,Daniel Jefferson,19,270,,,
412,Bob Wayne,440,472,,,
413,Thomas Stewart,104,244,139,203,289
414,Andrew Bravo,328,189,,,
415,Jefferson Lopez,341,109,473,108,
416,Ivan Bravo,45,94,462,53,52
417,Ivan Douglass,455,97,66,213,
418,Poju Sinatra,102,113,293,,
419,Brad Morgan,250,177,271,54,
420,Morgan Johnson,183,143,357,334,
421,Doug Smith,310,243,409,299,197
422,Bob Stewart,19,255,463,,
423,Richard Lee,414,155,131,262,
424,Brad Rudd,290,288,,,
425,Jakob Sanchez,479,17,412,243,428
426,Brad Richison,353,258,210,144,413
427,Daniel Martinez,458,392,305,,
428,Brad Jobs,420,267,416,437,241
429,Doug Chase,481,106,141,,
430,Michael Jobs,136,267,31,460,
431,Eddie Gonzalez,198,268,180,,
432,John Martinez,324,76,335,,
433,Johnny Chase,28,204,346,75,
434,Brad Williams,168,209,54,331,246
435,Janet Lee,378,65,407,231,499
436,Janet Quintero,17,474,149,,
437,Chad Sobrino,413,182,127,115,
438,Hugh Sinatra,196,197,,,
439,Dana Evans,276,123,256,458,414
440,Andrew Diesel,406,187,366,,
441,Jessica Evans,78,258,,,
442,Isaak Sanchez,60,77,169,,
443,Isaak Lopez,361,153,8,489,222
444,Jefferson Jefferson,128,343,335,353,
445,Maria Diesel,124,10,,,
446,Isaak Rudd,39,499,,,
447,Peter Douglass,104,401,154,201,14
448,Daniel Michaels,327,358,265,334,35
449,Morgan Thomas,453,493,355,71,280
450,Mikey Sanchez,310,309,282,,
451,Jefferson Lopez,419,243,226,8,72
452,Brad Wayne,390,206,,,
453,Ivan Dell,52,214,180,125,90
454,Doug Morgan,329,137,471,,
455,Eddie Hernandez,487,191,110,,
456,Mikey Diesel,374,125,84,31,
457,Isaak Matheson,418,141,,,
458,Matt Bravo,270,382,456,,
459,Jakob Rudd,119,197,205,,
460,George Parker,400,311,462,,
461,Dana Jackson,316,176,266,,
462,Lucas Mack,195,476,,,
463,Alexa Westlund,246,276,360,186,387
464,Lucas Gonzalez,309,275,82,,
465,Hugh Morgan,411,179,89,,
466,Dana Bobson,243,249,12,,
467,Richard Dean,490,217,0,181,149
468,Janet Martinez,8,19,377,228,434
469,Peter Jackson,472,495,496,322,
470,Daniel Diesel,255,286,151,,
471,Jefferson Quintero,123,256,83,61,
472,Lucas Gomez,222,238,251,,
473,John Bobson,394,257,279,227,
474,Bruce Ybarra,309,320,325,486,188
475,Brad Sanchez,281,371,485,438,449
476,Lucas Douglass,70,9,439,97,381
477,Jeff Johnson,278,265,70,11,217
478,Mark Parker,341,192,,,
479,Hugh Mungus,125,394,458,,
480,Jordan Ybarra,299,66,185,156,321
481,Jillian Lee,38,189,366,88,
482,Isaak Rudd,437,471,,,
483,Destiny Johnson,391,243,395,314,446
484,Paula Lee,311,445,489,,
485,Hugh Stevenson,43,243,163,89,
486,John Westlund,219,296,60,57,35
487,John Quintero,131,359,220,100,
488,Jordan Sanchez,192,399,404,,
489,Nick Hernandez,349,14,68,259,476
490,Paula Ybarra,497,202,312,,
491,Peter Morgan,346,294,466,,
492,Maria Martinez,455,48,330,,
493,Paula Evans,363,173,340,319,
494,Ivan Douglass,285,490,,,
495,Paul Lopez,269,275,435,222,395
496,Dana Westlund,292,307,469,,
497,Ivan Lopez,271,73,,,
498,Michael Hernandez,453,402,193,229,
499,Jordan Wayne,247,423,367,51,171
500,Jeff Smith,0,132,354,60,380
501,Eddie Douglass,73,164,192,,
502,Jeff Parker,270,423,302,140,98
503,Nick Lee,311,123,220,382,369
504,Jessica Lopez,361,109,488,317,308
505,Lucas Thomas,219,20,403,,
506,Jessica Bravo,264,324,302,153,
507,Matt Westlund,138,362,69,215,
508,Lucas Padilla,415,194,416,233,423
509,Destiny Smith,430,402,173,,
510,Lucas Thomas,246,128,336,190,210
511,Lucas Quintero,440,351,,,
512,Michael Thomas,151,265,206,341,366
513,Eddie Jobs,81,324,442,343,258
514,Jack Jackson,415,395,48,,
515,George Chase,43,327,248,126,
516,Ivan Hernandez,205,156,180,373,
517,Morgan Sinatra,238,401,52,170,433
518,Jack Martinez,417,35,29,,
519,Paula Mack,154,334,384,275,328
520,Jessica Thomas,247,158,53,318,485
521,Jeff Smith,357,192,37,,
522,Andrew Gomez,350,191,140,94,367
523,Jordan Lee,209,376,,,
524,Thomas Jefferson,109,407,29,,
525,John Dean,68,335,275,,
526,Thomas Hernandez,16,285,227,308,
527,Mark Bravo,203,385,160,45,393
528,Brad Jobs,455,286,350,299,127
529,Lucas Mungus,268,199,398,112,369
530,George Sanchez,259,96,208,,
531,Bob Sanchez,86,229,,,
532,John Douglass,298,123,241,229,
533,Jefferson Ybarra,166,172,,,
534,Maria Westlund,219,216,,,
535,Isaak Lopez,128,49,,,
536,Richard Matheson,20,431,25,297,116
537,Jillian Williams,125,184,,,
538,Peter Dean,135,81,191,,
539,Brad Stevenson,269,435,,,
540,Bob Gonzalez,35,390,,,
541,Isaak Martinez,86,57,,,
542,Poju Thomas,165,155,191,,
543,Ivan Dell,113,26,429,326,361
544,Illiana Quintero,5,22,159,386,
545,Andrew Stevenson,291,441,209,,
546,Dana Jefferson,306,317,261,,
547,Isaak Matheson,79,274,117,,
548,Alexa Lopez,166,2,20,,
549,Poju Mungus,222,139,,,
550,Daniel Lopez,239,286,309,,
551,Nick Rudd,43,117,432,497,228
552,Isaak Gomez,418,238,388,138,379
553,Jordan Douglass,207,214,,,
554,George Parker,295,224,0,53,135
555,Brad Richison,328,224,,,
556,Jakob Johnson,284,278,288,304,197
557,Paul Hernandez,423,207,174,,
558,Thomas Dean,175,121,,,
559,Jordan Sinatra,97,0,239,58,375
560,George Bravo,367,306,,,
561,Hugh Sanchez,270,318,445,,
562,Jessica Richison,113,337,487,,
563,Paul Sinatra,135,197,87,387,
564,Richard Stewart,64,380,182,,
565,Daniel Parker,416,54,427,478,42
566,Jack Rudd,55,56,281,,
567,Alexa Wayne,262,379,,,
568,John Richison,468,446,368,156,396
569,Jack Bravo,109,482,172,,
570,Poju Stevenson,283,491,180,33,359
571,Paula Westlund,213,29,13,267,159
572,Dana Young,231,484,310,,
573,Jordan Jackson,318,473,180,281,5
574,Morgan Douglass,249,94,,,
575,George Chase,294,230,257,,
576,Matt Dell,322,360,436,316,
577,Brad Jefferson,48,487,4,273,12
578,Jefferson Douglass,191,387,76,,
579,Doug Sinatra,147,41,384,,
580,Jeff Mack,261,43,354,379,268
581,Isaak Diesel,312,404,189,394,244
582,Eddie Douglass,319,103,58,55,150
583,Chad Mungus,483,74,275,,
584,Jeff Lee,125,478,487,,
585,Mark Hernandez,282,52,424,418,
586,Jack Smith,348,305,333,471,322
587,George Chase,381,280,392,310,220
588,Mikey Richison,102,94,195,120,404
589,Jessica Thomas,288,198,312,78,
590,Paul Young,255,226,307,459,418
591,Poju Gonzalez,293,39,425,52,122
592,Andrew Dean,206,336,110,496,
593,Nick Evans,157,397,22,247,470
594,Isaak Padilla,458,416,,,
595,Eddie Mungus,21,174,169,61,
596,George Hernandez,212,283,402,,
597,Jordan Stevenson,430,225,,,
598,Ivan Bobson,291,317,,,
599,Nick Ybarra,116,463,100,218,
600,Janet Stewart,461,229,371,434,375
601,Ivan Mungus,378,72,,,
602,Paul Sanchez,27,140,,,
603,Alexa Parker,150,127,250,336,
604,Dana Johnson,2,305,,,
605,Nick Jobs,343,201,106,45,450
606,Lucas Stevenson,303,146,159,101,67
607,Hugh Padilla,226,102,283,,
608,Janet Thomas,26,140,145,,
609,Nick Mack,327,374,48,263,
610,Poju Chase,492,146,,,
611,Jessica Sinatra,379,85,,,
612,Destiny Mack,290,255,304,,
613,Dana Sinatra,425,208,461,479,
614,Matt Young,192,220,,,
615,Daniel Morgan,189,412,384,200,339
616,Maria Martinez,144,397,172,232,
617,Destiny Michaels,388,389,220,176,402
618,Paula Martinez,144,79,243,269,227
619,Alexa Chase,388,202,93,112,55
620,Chad Matheson,125,361,11,144,374
621,Eddie Young,429,79,165,145,
622,Bruce Wayne,447,318,,,
623,Poju Jobs,155,437,,,
624,Nick Dell,358,220,144,,
625,Jefferson Ybarra,259,389,391,345,
626,Doug Stevenson,428,371,348,324,28
627,Alexa Parker,496,316,37,159,
628,Mark Bravo,242,476,413,,
629,Jefferson Westlund,441,377,105,,
630,Eddie Smith,104,242,106,,
631,Matt Douglass,179,268,170,390,60
632,Bruce Chase,94,58,,,
633,Jessica Sinatra,193,283,476,188,119
634,Jillian Williams,344,170,73,88,332
635,Destiny Diesel,123,483,236,163,
636,Maria Stewart,126,147,410,194,228
637,Doug Jobs,162,180,479,,
638,Paula Bobson,214,496,,,
639,Isaak Evans,218,439,263,415,
640,Jeff Parker,209,486,388,444,326
641,Paula Gomez,166,91,330,393,351
642,Peter Padilla,404,454,492,238,226
643,Dana Williams,78,471,442,,
644,Johnny Stewart,22,442,,,
645,Matt Richison,57,430,,,
646,Jillian Michaels,361,10,262,,
647,Alexa Dean,290,91,195,124,
648,Jack Thomas,82,463,221,441,405
649,Nick Padilla,23,272,254,29,285
650,Peter Lee,134,319,52,,
651,Mikey Mungus,443,57,,,
652,Illiana Hernandez,437,156,302,247,422
653,Illiana Smith,157,335,486,412,129
654,Maria Rudd,273,350,92,196,266
655,Jeff Dean,398,113,272,106,452
656,John Thomas,5,100,234,,
657,Lucas Sobrino,254,98,194,56,266
658,Lucas Wayne,64,464,303,174,3
659,Lucas Chase,136,426,43,386,108
660,Destiny Morgan,346,370,92,,
661,Dana Rudd,379,298,317,213,
662,Paula Diesel,40,389,187,285,
663,Maria Diesel,76,450,368,460,
664,Jeff Rudd,313,13,170,127,382
665,Alexa Michaels,350,130,14,107,
666,Thomas Matheson,354,383,237,22,288
667,John Johnson,404,314,,,
668,Hugh Rudd,401,99,,,
669,Nick Martinez,462,258,358,361,107
670,Lucas Williams,16,64,322,117,114
671,George Smith,189,47,,,
672,Daniel Gomez,438,19,467,454,406
673,Illiana Jobs,215,161,297,,
674,Paul Sobrino,408,478,,,
675,Doug Young,125,264,319,120,130
676,Paula Sinatra,446,202,343,,
677,Andrew Gonzalez,239,183,,,
678,Isaak Johnson,395,54,288,,
679,Richard Sinatra,4,61,190,285,
680,Thomas Martinez,218,210,188,89,179
681,Andrew Parker,221,193,445,214,470
682,Jillian Evans,197,55,462,,
683,Mark Stevenson,420,456,,,
684,Ivan Ybarra,325,340,269,96,267
685,Paul Sinatra,145,367,,,
686,Ivan Parker,306,420,31,,
687,Jessica Sanchez,41,131,488,100,102
688,Bob Padilla,219,404,246,122,204
689,Poju Stevenson,73,141,,,
690,Poju Lopez,181,499,405,15,489
691,Jordan Mack,108,229,33,191,368
692,Bruce Sanchez,109,77,65,48,268
693,Paul Bravo,232,409,270,381,
694,Mark Morgan,287,471,109,240,387
695,Destiny Stewart,6,135,15,171,
696,Ivan Wayne,75,486,,,
697,Alexa Westlund,241,398,72,,
698,Jack Parker,193,489,,,
699,Brad Michaels,195,227,,,
700,Jakob Hernandez,124,370,267,98,
701,Lucas Hernandez,458,354,219,268,
702,Ivan Stevenson,206,396,372,,
703,Morgan Smith,201,319,155,,
704,Doug Parker,64,297,288,130,72
705,Jakob Parker,51,238,381,24,477
706,Matt Matheson,357,230,177,448,
707,Alexa Quintero,391,204,368,228,
708,Dana Jobs,256,213,13,80,
709,Michael Martinez,390,177,339,90,248
710,Isaak Morgan,166,299,123,,
711,Jeff Evans,223,250,,,
712,Hugh Diesel,494,42,77,189,
713,Janet Westlund,212,417,273,423,124
714,Andrew Martinez,355,16,281,217,42
715,Poju Chase,324,469,,,
716,Brad Stevenson,48,460,,,
717,Jordan Martinez,106,88,412,485,499
718,Jillian Stevenson,168,305,36,79,
719,Johnny Young,461,97,268,36,
720,Lucas Smith,153,174,404,,
721,Morgan Dell,198,201,103,119,
722,Jeff Mack,70,269,315,113,
723,Doug Wayne,5,439,278,,
724,Andrew Jefferson,362,298,,,
725,Jakob Ybarra,145,123,312,358,203
